tenure_months,monthly_logins,last_login_days_ago,total_revenue,payment_failures,csat_score,churn,gender_Male,country_Bangladesh,country_Canada,country_Germany,country_India,country_UK,country_USA,city_Delhi,city_Dhaka,city_London,city_New York,city_Sydney,city_Toronto,customer_segment_Individual,customer_segment_SME,signup_channel_Referral,signup_channel_Web,contract_type_Quarterly,contract_type_Yearly,payment_method_Card,payment_method_PayPal,discount_applied_Yes,price_increase_last_3m_Yes,complaint_type_None,complaint_type_Service,complaint_type_Technical,survey_response_Satisfied,survey_response_Unsatisfied
9,7,7,630,1,4.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
23,9,38,1150,0,5.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
14,23,26,420,0,5.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
54,5,26,3780,1,4.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
45,12,2,3150,0,4.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
33,26,4,1650,2,5.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
16,22,0,320,0,4.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False
20,15,17,200,0,3.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
8,15,8,400,0,3.0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
49,9,2,2450,0,4.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
38,42,14,2660,1,5.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False
34,10,26,1700,1,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
31,30,8,310,0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False
45,0,8,2250,1,3.0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
57,28,7,1140,3,5.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False
8,29,44,80,0,1.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True
25,10,12,2500,0,4.0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True
41,13,12,4100,1,2.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13,30,2,1300,0,5.0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
18,8,11,180,1,3.0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
50,24,16,1000,0,2.0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False
41,13,1,4100,0,4.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,29,16,1700,2,5.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
36,38,36,720,0,1.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False
50,9,9,1500,0,3.0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,25,18,1190,1,4.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
12,29,9,600,0,5.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False
16,0,0,320,0,3.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
13,30,8,130,1,4.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False
11,23,29,330,0,5.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
14,26,9,140,0,2.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
42,1,9,420,0,4.0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False
55,27,14,1100,1,4.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False
28,18,6,1400,0,2.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False
59,8,19,1180,0,4.0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
53,27,4,530,0,4.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False
51,28,6,5100,1,5.0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
24,19,25,480,0,5.0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
53,23,19,2650,1,2.0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
17,18,1,510,2,5.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9,6,9,180,2,2.0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
46,18,19,920,1,4.0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
30,31,47,1500,1,3.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
37,32,58,740,1,4.0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3,11,5,90,1,3.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False
54,22,15,1620,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
8,20,41,160,0,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
18,24,14,180,2,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False
59,20,4,590,1,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False
30,27,8,2100,0,5.0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
3,15,18,60,3,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False
55,31,18,2750,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False
34,14,11,340,0,4.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True
59,21,3,4130,0,2.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False
43,26,18,430,1,3.0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False
28,22,1,280,0,5.0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
37,0,13,1850,1,3.0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
25,22,51,1750,1,4.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
30,26,39,600,0,4.0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
7,22,2,70,0,4.0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
46,29,19,3220,2,4.0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
29,31,0,580,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
51,13,7,5100,2,4.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2,2,1,100,0,2.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
26,8,14,780,2,4.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False
41,20,3,2050,0,4.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
57,26,0,1710,0,2.0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False
57,18,6,2850,0,4.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
42,6,8,1260,0,5.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
51,22,23,1530,0,2.0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
49,20,19,1470,0,4.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
57,21,14,1140,0,5.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
7,38,0,70,1,3.0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
18,28,7,180,0,3.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
6,18,14,60,0,4.0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False
59,6,23,1770,0,4.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
41,33,9,2050,0,4.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False
40,2,13,2000,0,4.0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
27,17,4,540,0,3.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
54,7,4,2700,1,5.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False
54,15,7,3780,0,3.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False
56,19,9,1120,0,3.0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False
41,6,35,1230,0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
24,0,0,720,1,5.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
33,10,21,2310,0,3.0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31,6,7,1550,2,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,False
34,10,0,340,0,4.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
22,17,8,2200,1,5.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
24,35,11,1680,0,3.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False
36,14,4,360,0,4.0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28,14,4,2800,0,5.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
20,18,14,200,0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
18,26,5,900,1,4.0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
42,25,0,1260,0,5.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
32,0,0,640,1,5.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False
33,9,0,330,1,4.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
10,31,2,200,0,5.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9,14,16,180,0,5.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
55,29,24,3850,0,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
25,27,3,750,0,4.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
13,0,14,260,1,5.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
47,3,48,1410,0,4.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
50,16,18,1500,2,3.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False
58,24,9,2900,0,4.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
45,17,0,900,1,3.0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
5,18,19,100,0,4.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,False
31,20,1,2170,1,2.0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
31,18,2,620,0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
34,19,6,680,0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
26,0,1,1300,0,3.0,1,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False
7,16,5,140,1,3.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,True,False
41,16,4,410,0,4.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
51,9,2,2550,1,5.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False
46,12,6,920,1,4.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False
49,3,1,1470,1,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False
52,23,0,520,1,2.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
20,8,14,600,0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
43,18,5,860,0,4.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
22,15,1,660,1,4.0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
5,18,21,250,0,4.0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False
12,29,23,120,0,3.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False
21,12,1,630,0,3.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
9,18,0,450,0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
29,26,23,580,0,4.0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
27,21,10,270,1,4.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True
17,12,22,510,0,3.0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
40,4,0,400,1,5.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False
24,11,0,240,1,5.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
27,21,21,270,1,2.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
8,19,14,560,0,4.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
44,26,6,2200,0,5.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
29,16,14,290,0,4.0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False
19,12,10,380,1,4.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
10,5,14,1000,0,5.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
24,7,0,1680,2,4.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
34,9,5,340,2,3.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
56,33,25,1120,0,1.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
40,8,11,2000,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True
31,8,0,930,1,3.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
46,12,55,2300,0,4.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False
51,30,50,5100,0,3.0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
4,24,6,80,0,2.0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False
41,17,22,820,0,5.0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
45,4,5,3150,0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
31,18,3,310,0,4.0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
9,27,37,180,1,2.0,1,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
26,32,15,520,0,4.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
13,0,6,910,0,5.0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
57,10,5,1140,1,4.0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False
48,19,0,1440,1,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
26,30,17,1300,0,4.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
54,5,2,1080,0,3.0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,7,1,20,0,5.0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
40,13,12,800,0,4.0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
9,4,8,630,1,2.0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
31,0,11,620,0,5.0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
24,39,1,1680,0,4.0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
45,15,1,450,0,4.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
49,11,1,4900,2,4.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
22,6,8,1540,3,4.0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False
57,17,3,3990,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
9,12,9,450,0,2.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
39,26,7,1170,1,4.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True
23,7,5,230,0,4.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True
20,18,0,400,0,3.0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True
55,17,16,550,1,3.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False
42,23,0,840,1,2.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False
21,16,10,210,0,4.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False
27,23,4,270,1,4.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
58,21,13,2900,0,4.0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False
5,26,3,100,0,3.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
17,24,4,340,1,5.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
34,16,39,2380,0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
9,34,4,90,0,4.0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
34,13,9,1020,0,4.0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
10,33,29,1000,0,3.0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
59,29,12,5900,2,3.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False
44,25,4,440,0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
2,18,4,20,0,4.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
47,12,5,3290,0,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False
25,21,5,1750,0,5.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False
3,21,4,60,0,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
34,18,8,1700,2,3.0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
7,24,16,210,1,2.0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False
28,28,8,560,2,4.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
9,10,2,90,0,4.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
11,12,12,220,0,4.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False
29,6,7,870,0,4.0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
54,22,9,1080,0,4.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
